"book_id","book_title","book_original_title","book_author","book_score","book_score_count","book_genre_info","book_similar","book_id_exists","","","","","","","",""
"2261","Божий дом","Godshome","Роберт Шекли","6.46","141","wg1;wg3;wg48;wg69;wg202;wg75;wg100;wg113;wg209;wg171;wg106","","True",,,,,,,,
"2262","Лабиринт Минотавра","Minotaur Maze","Роберт Шекли","6.75","266","wg38;wg51;wg54;wg57;wg129;wg105;wg111;wg171;wg106","10735","True",,,,,,,,
"2263","Магия","Magic, Maples and Maryanne","Роберт Шекли","6.83","235","wg33;wg162;wg51;wg164;wg69;wg202;wg75;wg100;wg133;wg150;wg106","","True",,,,,,,,
"2264","Место, где царит зло","Death Freaks","Роберт Шекли","5.98","221","wg30;wg51;wg47;wg213;wg105;wg153","225568","True",,,,,,,,
"2265","Заказ","The Slow Season","Роберт Шекли","6.85","419","wg30;wg164;wg69;wg202;wg75;wg101;wg150;wg106","96381","True",,,,,,,,
"2266","Битва","The Battle","Роберт Шекли","8.12","1319","wg1;wg3;wg47;wg69;wg103;wg163;wg113;wg150;wg106","2102;82814;782486","True",,,,,,,,
"2267","Легенды конкистадоров","Legend of Conquistadors","Роберт Шекли","6.48","214","wg1;wg3;wg118;wg14;wg89;wg127;wg103;wg115;wg150;wg106","19170","True",,,,,,,,
"2268","Опека","Protection","Роберт Шекли","8.00","845","wg1;wg3;wg48;wg69;wg202;wg75;wg101;wg136;wg150;wg106","15876;2202;13170;505820;227744","True",,,,,,,,
"2269","Проклятие единорогов","A Plague of Unicorns","Роберт Шекли","7.64","155","wg1;wg3;wg52;wg164;wg91;wg105;wg140;wg150;wg106","","True",,,,,,,,
"2270","Бухгалтер","The Accountant","Роберт Шекли","8.07","991","wg1;wg3;wg51;wg69;wg105;wg150;wg106","2276;2281;201027;60704","True",,,,,,,,
"2271","Старые добрые времена","Simul City","Роберт Шекли","7.06","158","wg1;wg3;wg164;wg14;wg92;wg102;wg140;wg150;wg106","","True",,,,,,,,
"2272","Предел желаний","The Same to You Doubled","Роберт Шекли","8.32","940","wg1;wg3;wg51;wg164;wg69;wg202;wg75;wg100;wg236;wg150;wg106","68333;23597","True",,,,,,,,
"2273","Доктор Вампир и его мохнатые друзья","Doctor Zombie and His Little Furry Friends","Роберт Шекли","7.35","538","wg1;wg3;wg14;wg164;wg69;wg202;wg75;wg100;wg156;wg150;wg106","9454;68798","True",,,,,,,,
"2274","Алтарь","The Altar","Роберт Шекли","7.31","561","wg33;wg162;wg164;wg52;wg69;wg202;wg75;wg100;wg150;wg106","2210;79978","True",,,,,,,,
"2275","Гибель Атлантиды","The Destruction of Atlantis","Роберт Шекли","7.02","245","wg1;wg3;wg51;wg69;wg219;wg95;wg150;wg106","","True",,,,,,,,
"2276","Демоны","The Demons","Роберт Шекли","8.39","1141","wg19;wg24;wg48;wg69;wg202;wg75;wg100;wg150;wg106","2281;2270;11574;63145;67422;1915;17956;68333;70508","True",,,,,,,,
"2277","Регулярность кормления","Feeding Time","Роберт Шекли","7.32","606","wg1;wg3;wg51;wg48;wg69;wg202;wg75;wg101;wg150;wg106","","True",,,,,,,,
"2278","Привет из преисподней","Message from Hell","Роберт Шекли","7.38","221","wg1;wg3;wg51;wg69;wg202;wg75;wg100;wg175;wg150;wg106","1282","True",,,,,,,,
"2279","Бегство Агамемнона","Agamemnon’s Run","Роберт Шекли","7.00","143","wg1;wg3;wg13;wg164;wg69;wg71;wg190;wg202;wg75;wg213;wg95;wg102;wg150;wg106","","True",,,,,,,,
"2280","Вечность","Forever","Роберт Шекли","7.32","342","wg1;wg3;wg164;wg69;wg202;wg75;wg101;wg140;wg150;wg106","64521;556929","True",,,,,,,,
"2281","Царская воля","The King's Wishes","Роберт Шекли","8.16","762","wg19;wg48;wg69;wg202;wg75;wg100;wg150;wg106","2276;2270","True",,,,,,,,
"2282","С божьей помощью","Divine Intervention","Роберт Шекли","7.78","435","wg32;wg47;wg49;wg88;wg105;wg150;wg106","","True",,,,,,,,
"2283","Шкатулка Пандоры","Pandora’s Box — Open with Care","Роберт Шекли","6.96","230","wg1;wg3;wg51;wg89;wg127;wg103;wg150;wg106","60716","True",,,,,,,,
"2284","Желания Силверсмита","Silversmith Wishes","Роберт Шекли","7.69","441","wg1;wg3;wg47;wg69;wg202;wg75;wg100;wg112;wg150;wg106","2182","True",,,,,,,,
"2285","Охотники каменных прерий","Carhunters of the Concrete Prairie","Роберт Шекли","7.49","133","wg1;wg3;wg52;wg89;wg127;wg103;wg163;wg150;wg106","2164","True",,,,,,,,
"2286","Всё по порядку","Weather Sirens","Роберт Шекли","5.68","167","wg116;wg164;wg95;wg172","","True",,,,,,,,
"2287","___","___","___","___","___","___","___","False",,,,,,,,
"2288","___","___","___","___","___","___","___","False",,,,,,,,
"2289","Последние дни нашего (а может, параллельного?) мира","The Last Days of (Parallel?) Earth","Роберт Шекли","6.70","212","wg1;wg3;wg164;wg69;wg202;wg75;wg102;wg131;wg150;wg106","2229","True",,,,,,,,
"2290","Секретный агент Стивен Дэйн","Stephen Dain","Роберт Шекли","7.00","108","wg34;wg35;wg52;wg69;wg71;wg201;wg100;wg111;wg150;wg153;wg106","","True",,,,,,,,
"2291","50-й калибр","Calibre .50","Роберт Шекли","6.75","149","wg34;wg52;wg69;wg202;wg75;wg100;wg111;wg150;wg106","","True",,,,,,,,
"2292","Смертельные гонки","Dead Run","Роберт Шекли","7.28","164","wg34;wg35;wg52;wg69;wg71;wg192;wg100;wg111;wg153;wg106","","True",,,,,,,,
"2293","Живое золото","Live Gold","Роберт Шекли","6.97","132","wg34;wg186;wg52;wg164;wg69;wg71;wg192;wg144;wg205;wg100;wg112;wg153;wg106","","True",,,,,,,,
"2294","Белая смерть","White Death","Роберт Шекли","6.97","150","wg35;wg52;wg69;wg201;wg100;wg111;wg153;wg106","","True",,,,,,,,
"2295","Времени в обрез","Time Limit","Роберт Шекли","7.12","127","wg35;wg52;wg69;wg201;wg184;wg100;wg111;wg106","","True",,,,,,,,
"2296","Человек за бортом","The Man in the Water","Роберт Шекли","8.09","151","wg160;wg164;wg52;wg69;wg148;wg215;wg100;wg153;wg106","","True",,,,,,,,
"2297","___","___","___","___","___","___","___","False",,,,,,,,
"2298","___","___","___","___","___","___","___","False",,,,,,,,
"2299","___","___","___","___","___","___","___","False",,,,,,,,
"2300","___","___","___","___","___","___","___","False",,,,,,,,
"2301","___","___","___","___","___","___","___","False",,,,,,,,
"2302","___","___","___","___","___","___","___","False",,,,,,,,
"2303","___","___","___","___","___","___","___","False",,,,,,,,
"2304","___","___","___","___","___","___","___","False",,,,,,,,
"2305","Лосось сомнений","The Salmon of Doubt","Дуглас Адамс","7.13","150","wg1;wg3;wg34;wg51;wg52;wg69;wg71;wg192;wg101;wg111;wg153;wg106","","True",,,,,,,,
"2306","Долгое чаепитие","The Long Dark Tea-Time of the Soul","Дуглас Адамс","7.64","339","wg1;wg3;wg34;wg51;wg52;wg69;wg71;wg192;wg101;wg111;wg106","38045;10134","True",,,,,,,,
"2307","Детективное агентство Дирка Джентли","Dirk Gently's Holistic Detective Agency","Дуглас Адамс","7.69","445","wg1;wg3;wg34;wg51;wg52;wg69;wg71;wg192;wg101;wg100;wg111;wg153;wg106","2087;261216","True",,,,,,,,
"2308","Зафод играет чисто","Young Zaphod Plays It Safe","Дуглас Адамс","7.09","419","wg1;wg3;wg52;wg48;wg89;wg127;wg90;wg103;wg111;wg150;wg106","","True",,,,,,,,
"2309","The Total Perspective Vortex","","Дуглас Адамс","7.81","96","","","True",,,,,,,,
"2310","Частная жизнь Чингисхана","The Private Life of Genghis Khan","Дуглас Адамс","5.83","122","wg1;wg3;wg48;wg69;wg201;wg72;wg96;wg150;wg106","","True",,,,,,,,
"2311","The Deeper Meaning of Liff","","Дуглас Адамс","6.29","7","","","True",,,,,,,,
"2312","The Meaning of Liff","","Дуглас Адамс","7.43","7","","","True",,,,,,,,
"2313","Жертва","Victim","Роберт Шекли","7.66","363","wg1;wg3;wg14;wg52;wg69;wg102;wg171;wg106","320;2176;899584","True",,,,,,,,
"2314","Билл, герой Галактики, на планете закупоренных мозгов","Bill, the Galactic Hero on the Planet of Bottled Brains","Гарри Гаррисон","6.40","865","wg1;wg3;wg52;wg49;wg50;wg89;wg127;wg103;wg111;wg150;wg106","","True",,,,,,,,
"2315","___","___","___","___","___","___","___","False",,,,,,,,
"2316","Планета пиратов","The Pirate Planet","Дуглас Адамс","6.14","14","","","True",,,,,,,,
"2317","___","___","___","___","___","___","___","False",,,,,,,,
"2318","Douglas Adams's Starship Titanic","","Терри Джонс","6.65","17","","","True",,,,,,,,
"2319","Путеводитель по Европе для путешествующих автостопом: Галактика","Hitchhiker's Guide to Europe: The Galaxy","Дуглас Адамс","7.53","17","","","True",,,,,,,,
"2320","Shada","","Дуглас Адамс","7.58","31","","","True",,,,,,,,
"2321","Книги крови","Books of Blood","Клайв Баркер","8.30","324","wg31;wg233;wg30;wg38;wg164;wg159;wg47;wg52;wg69;wg202;wg75;wg71;wg101;wg100;wg175;wg158;wg133;wg156;wg150;wg153;wg108","1843;1050201;142871","True",,,,,,,,
"2322","Проклятая игра","The Damnation Game","Клайв Баркер","7.69","292","wg31;wg30;wg164;wg47;wg69;wg71;wg192;wg193;wg100;wg140;wg175;wg210;wg153;wg108","10134","True",,,,,,,,
"2323","Книга крови 1","Book of Blood, Volume 1","Клайв Баркер","7.80","524","","","True",,,,,,,,
"2324","Книга крови 2","Book of Blood, Volume 2","Клайв Баркер","7.70","381","","","True",,,,,,,,
"2325","Книга крови 3","Book of Blood, Volume 3","Клайв Баркер","7.67","291","","","True",,,,,,,,
"2326","___","___","___","___","___","___","___","False",,,,,,,,
"2327","Книга крови 4","Book of Blood, Volume 4","Клайв Баркер","7.66","250","","","True",,,,,,,,
"2328","Книга крови 5","Book of Blood, Volume 5","Клайв Баркер","7.95","210","","","True",,,,,,,,
"2329","Книга крови 6","Book of Blood, Volume 6","Клайв Баркер","7.92","189","","","True",,,,,,,,
"2330","Сотканный мир","Weaveworld","Клайв Баркер","7.67","239","wg19;wg23;wg31;wg164;wg52;wg47;wg69;wg71;wg192;wg144;wg91;wg100;wg111;wg140;wg156;wg171;wg108","76","True",,,,,,,,
"2331","Явление тайны","The Great and Secret Show","Клайв Баркер","7.78","256","wg19;wg23;wg22;wg20;wg30;wg31;wg52;wg164;wg47;wg69;wg202;wg75;wg91;wg100;wg133;wg113;wg115;wg111;wg140;wg171;wg108","359566","True",,,,,,,,
"2332","___","___","___","___","___","___","___","False",,,,,,,,
"2333","___","___","___","___","___","___","___","False",,,,,,,,
"2334","Восставший из ада","The Hellbound Heart","Клайв Баркер","7.80","534","wg31;wg233;wg164;wg159;wg69;wg71;wg192;wg100;wg108","361;997416;279187;97315;213935;59281","True",,,,,,,,
"2335","Вечный похититель","The Thief of Always","Клайв Баркер","7.82","139","wg32;wg52;wg164;wg69;wg202;wg75;wg100;wg265;wg110;wg112;wg150;wg106","16040;49845;10136;317923;315084;297596","True",,,,,,,,
"2336","Откровение","Revelations","Клайв Баркер","7.49","236","wg30;wg164;wg40;wg177;wg69;wg202;wg75;wg100;wg175;wg108","","True",,,,,,,,
"2337","Эвервилль","Everville","Клайв Баркер","7.59","136","wg19;wg22;wg23;wg30;wg31;wg164;wg52;wg47;wg69;wg202;wg75;wg91;wg99;wg101;wg133;wg113;wg158;wg115;wg140;wg171;wg108","","True",,,,,,,,
"2338","Таинство","Sacrament","Клайв Баркер","7.74","123","wg30;wg164;wg47;wg52;wg159;wg69;wg71;wg192;wg202;wg75;wg100;wg158;wg111;wg112;wg153;wg108","","True",,,,,,,,
"2339","Галили","Galilee","Клайв Баркер","6.84","227","wg19;wg23;wg36;wg159;wg47;wg40;wg69;wg202;wg75;wg100;wg101;wg133;wg112;wg153;wg108","","True",,,,,,,,
"2340","___","___","___","___","___","___","___","False",,,,,,,,
"2341","Abarat: Days of Magic, Nights of War","Другие названия: Абарат. Дни магии, ночи войны","Клайв Баркер","8.31","52","","","True",,,,,,,,
"2342","___","___","___","___","___","___","___","False",,,,,,,,
"2343","Forms Of Heaven: Three Plays","","Клайв Баркер","10.00","1","","","True",,,,,,,,
"2344","Сын целлулоида","Son of Celluloid","Клайв Баркер","7.22","352","wg31;wg164;wg69;wg202;wg75;wg100;wg150;wg108","132749;182059","True",,,,,,,,
"2345","Её последняя воля","Jacqueline Ess: Her Will and Testament","Клайв Баркер","7.37","424","wg30;wg159;wg164;wg117;wg69;wg71;wg192;wg202;wg75;wg101;wg100;wg133;wg171;wg108","","True",,,,,,,,
"2346","Холмы, города","In the Hills, the Cities","Клайв Баркер","7.35","548","wg31;wg14;wg69;wg71;wg193;wg100;wg158;wg150;wg108","46200;132230;1050203","True",,,,,,,,
"2347","Страх","Dread","Клайв Баркер","8.04","560","wg31;wg235;wg164;wg69;wg202;wg75;wg101;wg150;wg108","25832;169793;138933;456816;126497;1021791;128862","True",,,,,,,,
"2348","Запретное","The Forbidden","Клайв Баркер","8.01","275","wg31;wg164;wg14;wg69;wg71;wg192;wg100;wg150;wg108","","True",,,,,,,,
"2349","Время желаний","The Age of Desire","Клайв Баркер","7.57","249","wg1;wg3;wg164;wg159;wg47;wg69;wg71;wg192;wg100;wg150;wg108","86821","True",,,,,,,,
"2350","Йеттеринг и Джек","The Yattering and Jack","Клайв Баркер","7.83","579","wg30;wg51;wg164;wg69;wg202;wg75;wg101;wg100;wg150;wg106","1915;63145","True",,,,,,,,
"2351","Кожа отцов","The Skins of the Fathers","Клайв Баркер","7.42","382","wg31;wg164;wg69;wg202;wg75;wg100;wg115;wg150;wg108","","True",,,,,,,,
"2352","Секс, смерть и сияние звёзд","Sex, Death and Starshine","Клайв Баркер","7.27","596","wg30;wg31;wg164;wg69;wg202;wg75;wg101;wg100;wg175;wg150;wg108","","True",,,,,,,,
"2353","Козлы отпущения","Scape-Goats","Клайв Баркер","7.41","296","wg31;wg164;wg69;wg148;wg214;wg100;wg101;wg175;wg150;wg108","","True",,,,,,,,
"2354","Голый мозг","Rawhead Rex","Клайв Баркер","6.96","398","wg31;wg233;wg164;wg69;wg71;wg192;wg100;wg115;wg150;wg108","486208;62742;25178;134953","True",,,,,,,,
"2355","Свиной кровавый блюз","Pig Blood Blues","Клайв Баркер","7.62","579","wg31;wg233;wg164;wg69;wg202;wg75;wg101;wg150;wg108","40677","True",,,,,,,,
"2356","Новое убийство на улице Морг","New Murders in the Rue Morgue","Клайв Баркер","6.89","368","wg34;wg30;wg164;wg52;wg69;wg71;wg192;wg100;wg111;wg150;wg108","31632;8714;9454","True",,,,,,,,
"2357","Полночный поезд с мясом","The Midnight Meat Train","Клайв Баркер","7.71","795","wg31;wg233;wg52;wg69;wg202;wg75;wg100;wg101;wg150;wg108","202904;587476;7632;629;157145;827211;947892;1050213;149098;636164;972856;242011;638926","True",,,,,,,,
"2358","Мадонна","The Madonna","Клайв Баркер","7.46","191","wg30;wg159;wg164;wg69;wg71;wg192;wg100;wg156;wg170;wg108","188259;359566","True",,,,,,,,
"2359","Остатки человеческого","Human Remains","Клайв Баркер","7.71","459","wg31;wg164;wg69;wg71;wg192;wg100;wg158;wg153;wg108","103393","True",,,,,,,,
"2360","___","___","___","___","___","___","___","False",,,,,,,,
"2361","Адский забег","Hell's Event","Клайв Баркер","7.13","387","wg30;wg52;wg69;wg71;wg192;wg100;wg101;wg113;wg150;wg108","","True",,,,,,,,
"2362","Приди, Сатана!","Down, Satan!","Клайв Баркер","7.39","257","wg31;wg32;wg40;wg177;wg42;wg47;wg69;wg144;wg100;wg150;wg108","310929","True",,,,,,,,
"2363","Исповедь савана","Confessions of a (Pornographer's) Shroud","Клайв Баркер","7.48","284","wg31;wg30;wg164;wg69;wg71;wg192;wg100;wg175;wg150;wg108","169325","True",,,,,,,,
"2364","Политика тела","The Body Politic","Клайв Баркер","7.34","257","wg31;wg164;wg69;wg71;wg192;wg100;wg150;wg108","134848;160168","True",,,,,,,,
"2365","Дети Вавилонской башни","Babel's Children","Клайв Баркер","7.10","216","wg1;wg3;wg47;wg52;wg69;wg71;wg190;wg100;wg113;wg150;wg106","","True",,,,,,,,
"2366","Сумерки над башнями","Twilight at the Towers","Клайв Баркер","6.94","275","wg31;wg164;wg69;wg71;wg192;wg100;wg156;wg150;wg108","63387","True",,,,,,,,
