"book_id","book_title","book_original_title","book_author","book_score","book_score_count","book_genre_info","book_similar","book_id_exists","","","","","","","",""
"2109","Прогулка","Tripout","Роберт Шекли","7.49","526","wg1;wg3;wg48;wg51;wg69;wg202;wg75;wg100;wg142;wg150;wg106","132450","True",,,,,,,,
"2110","Похмелье","Morning After","Роберт Шекли","8.20","962","wg1;wg3;wg52;wg14;wg164;wg89;wg120;wg69;wg202;wg75;wg103;wg112;wg150;wg106","2199;19122;2737;2148","True",,,,,,,,
"2111","Избирательная память","","Роберт Шекли","6.03","314","wg1;wg3;wg51;wg105;wg150;wg106","","True",,,,,,,,
"2112","Поднимается ветер","A Wind is Rising","Роберт Шекли","8.33","1016","wg1;wg3;wg52;wg89;wg127;wg103;wg165;wg150;wg106","2192;18885;3315;22747","True",,,,,,,,
"2113","Предварительный просмотр","Sneak Previews","Роберт Шекли","7.66","449","wg1;wg3;wg48;wg69;wg77;wg102;wg150;wg106","","True",,,,,,,,
"2114","Вторжение на рассвете","Dawn Invader","Роберт Шекли","7.70","484","wg1;wg3;wg164;wg52;wg89;wg127;wg103;wg136;wg142;wg150;wg106","2153;55873","True",,,,,,,,
"2115","Пушка, которая не бабахает","The Gun Without a Bang","Роберт Шекли","8.30","936","wg1;wg3;wg52;wg48;wg89;wg127;wg103;wg150;wg106","2138;2096","True",,,,,,,,
"2116","Специалист","Specialist","Роберт Шекли","8.26","1072","wg1;wg3;wg51;wg69;wg101;wg136;wg142;wg150;wg106","2136;200639;23468;1243;22195;3973;22652","True",,,,,,,,
"2117","Тело","The Body","Роберт Шекли","7.27","721","wg1;wg3;wg48;wg69;wg102;wg156;wg150;wg106","15230;65973;3063;539145;46891","True",,,,,,,,
"2118","Бесконечный вестерн","The Never-Ending Western Movie","Роберт Шекли","7.48","645","wg1;wg3;wg164;wg69;wg202;wg75;wg102;wg150;wg106","2176;21675;9383;23825;320","True",,,,,,,,
"2119","Заяц","Deadhead","Роберт Шекли","8.20","930","wg1;wg3;wg48;wg89;wg122;wg103;wg133;wg150;wg106","64024;200639","True",,,,,,,,
"2120","Человек по Платону","Cruel Equation","Роберт Шекли","8.40","728","wg1;wg3;wg51;wg164;wg89;wg127;wg103;wg163;wg137;wg150;wg106","2098;15882;2172;26212;105024","True",,,,,,,,
"2121","Вы что-нибудь чувствуете, когда я прикасаюсь?","Can You Feel Anything When I do This?","Роберт Шекли","7.06","410","wg1;wg3;wg51;wg159;wg69;wg77;wg102;wg163;wg137;wg150;wg106","2611;6866;1545;189805;15620;51384","True",,,,,,,,
"2122","Верный вопрос","Ask a Foolish Question","Роберт Шекли","8.23","1004","wg1;wg3;wg47;wg89;wg127;wg103;wg106","15882;909;63148;5330;34526;68003","True",,,,,,,,
"2123","Робот-коробейник по имени Рекс","Robotvendor Rex","Роберт Шекли","7.70","421","wg1;wg3;wg51;wg164;wg69;wg202;wg75;wg102;wg163;wg137;wg150;wg106","2192;22818;90067;51336","True",,,,,,,,
"2124","Гонки","The People Trap","Роберт Шекли","7.06","389","wg1;wg3;wg18;wg52;wg69;wg202;wg75;wg102;wg150;wg106","313","True",,,,,,,,
"2125","Всё, что вы есть","All the Things You Are","Роберт Шекли","8.07","738","wg1;wg3;wg47;wg52;wg89;wg127;wg103;wg136;wg150;wg106","200636;2160","True",,,,,,,,
"2126","Земля, воздух, огонь и вода","Earth, Air, Fire and Water","Роберт Шекли","7.40","629","wg1;wg3;wg52;wg89;wg120;wg103;wg150;wg106","2138;212293","True",,,,,,,,
"2127","Рыцарь в серой фланели","Gray Flannel Armor","Роберт Шекли","7.89","682","wg1;wg3;wg51;wg164;wg69;wg202;wg75;wg102;wg150;wg106","2107;128296","True",,,,,,,,
"2128","Потолкуем малость?","Shall we Have a Little Talk?","Роберт Шекли","8.10","504","wg1;wg3;wg14;wg48;wg89;wg127;wg103;wg136;wg150;wg106","63369;407253","True",,,,,,,,
"2129","Раздвоение личности","Double Indemnity","Роберт Шекли","8.00","544","wg1;wg13;wg3;wg52;wg48;wg69;wg202;wg75;wg105;wg150;wg106","2180;2185;2182;6838;29941;29939","True",,,,,,,,
"2130","Ритуал","Ritual","Роберт Шекли","8.27","830","wg1;wg3;wg48;wg89;wg127;wg103;wg136;wg150;wg106","360891","True",,,,,,,,
"2131","Мусорщик на Лорее","The Sweeper of Loray","Роберт Шекли","8.15","786","wg1;wg3;wg52;wg51;wg89;wg127;wg103;wg150;wg106","5227;151513;669806","True",,,,,,,,
"2132","Мисс Мышка и четвёртое измерение","Miss Mouse and the Fourth Dimension","Роберт Шекли","6.38","407","wg1;wg3;wg164;wg69;wg71;wg192;wg100;wg150;wg106","","True",,,,,,,,
"2133","Зацепка","Holdout","Роберт Шекли","7.54","506","wg1;wg3;wg14;wg51;wg89;wg127;wg103;wg150;wg106","19127;64522","True",,,,,,,,
"2134","Мой двойник — робот","The Robot Who Looked Like Me","Роберт Шекли","8.08","550","wg1;wg3;wg49;wg69;wg102;wg163;wg150;wg106","92187;58613;2140;183876","True",,,,,,,,
"2135","Минимум необходимого","Subsistence Level","Роберт Шекли","8.06","585","wg1;wg3;wg51;wg89;wg128;wg90;wg103;wg150;wg106","","True",,,,,,,,
"2136","Форма","Shape","Роберт Шекли","8.39","986","wg1;wg3;wg51;wg47;wg69;wg77;wg101;wg142;wg150;wg106","5244;2116;2099;63369;2173;10525;20274;3096;197550;2208;63721;75573","True",,,,,,,,
"2137","Стандартный кошмар","Welcome to the Standard Nightmare","Роберт Шекли","8.01","504","wg1;wg3;wg51;wg14;wg89;wg127;wg103;wg136;wg150;wg106","","True",,,,,,,,
"2138","Опытный образец","Early Model","Роберт Шекли","8.16","654","wg1;wg3;wg52;wg48;wg89;wg127;wg103;wg136;wg150;wg106","2126;2115;9562;130","True",,,,,,,,
"2139","Красный император","","Роберт Шекли","6.32","216","wg1;wg3;wg51;wg65;wg69;wg202;wg75;wg137;wg150;wg106","","True",,,,,,,,
"2140","Я и мои шпики","Citizen in Space","Роберт Шекли","8.30","1018","wg1;wg3;wg49;wg52;wg89;wg127;wg69;wg202;wg75;wg103;wg150;wg106","2141;2199;2134;389841;12122","True",,,,,,,,
"2141","Проблема туземцев","The Native Problem","Роберт Шекли","8.62","1079","wg1;wg3;wg52;wg164;wg89;wg127;wg103;wg155;wg150;wg106","2140;2154;9581","True",,,,,,,,
"2142","Идеальная женщина","The Perfect Woman","Роберт Шекли","7.33","678","wg1;wg3;wg51;wg164;wg69;wg103;wg163;wg150;wg106","316076;25006","True",,,,,,,,
"2143","Вымогатель","A Suppliant in Space","Роберт Шекли","7.76","452","wg1;wg3;wg51;wg52;wg89;wg127;wg90;wg103;wg136;wg142;wg150;wg106","33449;19153","True",,,,,,,,
"2144","Ордер на убийство","Skulking Permit","Роберт Шекли","8.68","1227","wg1;wg3;wg51;wg47;wg89;wg127;wg103;wg150;wg106","19123;19109;43343","True",,,,,,,,
"2145","Бремя человека","Human Man's Burden","Роберт Шекли","8.07","702","wg1;wg3;wg48;wg89;wg128;wg127;wg103;wg163;wg150;wg106","185496","True",,,,,,,,
"2146","Мат","Fool's Mate","Роберт Шекли","7.85","475","wg1;wg2;wg64;wg89;wg90;wg103;wg150;wg106","6861;34254;4926;155738","True",,,,,,,,
"2147","На берегу спокойных вод","Beside Still Waters","Роберт Шекли","7.58","579","wg1;wg3;wg164;wg89;wg128;wg103;wg163;wg150;wg106","2154;14436;2162","True",,,,,,,,
"2148","Запах мысли","The Odor of Thought","Роберт Шекли","8.71","1591","wg1;wg3;wg52;wg164;wg89;wg127;wg103;wg150;wg106","12893;6341;174307;2088;2110;200636;105024","True",,,,,,,,
"2149","Руками не трогать!","Hands Off","Роберт Шекли","8.45","885","wg1;wg3;wg48;wg89;wg127;wg103;wg136;wg150;wg106","2096;8308;18952","True",,,,,,,,
"2150","Мнемон","The Mnemone","Роберт Шекли","7.73","633","wg1;wg3;wg18;wg47;wg69;wg102;wg150;wg106","5039;7950;6227;267202","True",,,,,,,,
"2151","Попробуй докажи","Proof of the Pudding","Роберт Шекли","7.65","586","wg1;wg15;wg3;wg47;wg51;wg69;wg77;wg102;wg174;wg150;wg106","64481;65798;10801","True",,,,,,,,
"2152","Эрикс","The Eryx","Роберт Шекли","7.35","420","wg1;wg3;wg164;wg52;wg69;wg89;wg127;wg103;wg174;wg153;wg106","2096","True",,,,,,,,
"2153","Хранитель","Potential","Роберт Шекли","8.31","519","wg1;wg3;wg52;wg89;wg127;wg90;wg103;wg150;wg106","2114;44394;22692;22138","True",,,,,,,,
"2154","Наконец-то один","Alone at Last","Роберт Шекли","7.09","495","wg1;wg3;wg51;wg164;wg89;wg128;wg90;wg103;wg163;wg150;wg106","2141;2199;2147","True",,,,,,,,
"2155","Язык любви","The Language of Love","Роберт Шекли","7.64","558","wg1;wg3;wg47;wg89;wg127;wg69;wg103;wg150;wg106","2107","True",,,,,,,,
"2156","Безымянная гора","The Mountain Without a Name","Роберт Шекли","7.96","588","wg1;wg3;wg47;wg89;wg127;wg103;wg135;wg150;wg106","6157;2174;12276;39322","True",,,,,,,,
"2157","Стоимость жизни","Cost of Living","Роберт Шекли","8.13","695","wg1;wg3;wg49;wg69;wg202;wg75;wg102;wg150;wg106","12118","True",,,,,,,,
"2158","Академия","The Academy","Роберт Шекли","7.80","541","wg1;wg3;wg18;wg14;wg164;wg69;wg77;wg102;wg112;wg150;wg106","29962;31535","True",,,,,,,,
"2159","Второй рай","Paradise II","Роберт Шекли","7.72","426","wg1;wg3;wg51;wg89;wg127;wg90;wg103;wg142;wg150;wg106","37304","True",,,,,,,,
"2160","Жертва из космоса","The Victim From Space","Роберт Шекли","8.25","605","wg1;wg3;wg51;wg47;wg89;wg127;wg103;wg142;wg150;wg106","2125;4671","True",,,,,,,,
"2161","Роботсвилль","Robotsville","Роберт Шекли","6.39","265","wg1;wg3;wg14;wg69;wg102;wg163;wg150;wg106","","True",,,,,,,,
"2162","Радикальный способ","","Роберт Шекли","6.63","259","wg1;wg3;wg14;wg69;wg202;wg75;wg102;wg163;wg150;wg106","2147","True",,,,,,,,
"2163","Что такое зомбоид","Другие названия: Что такое зомбоид?","Роберт Шекли","6.42","261","wg1;wg3;wg14;wg69;wg77;wg102;wg150;wg106","","True",,,,,,,,
"2164","Возвращение человека","Другие названия: Возвращение человека: Покинутая планета","Роберт Шекли","6.44","230","wg1;wg3;wg14;wg69;wg103;wg163;wg150;wg106","3317;2285","True",,,,,,,,
"2165","Драмокл: Межгалактическая мыльная опера","Dramocles: An Intergalactic Soap Opera","Роберт Шекли","6.47","312","wg1;wg3;wg4;wg50;wg49;wg89;wg127;wg103;wg111;wg150;wg106","2166","True",,,,,,,,
"2166","Жар чужих звёзд","Alien Starswarm","Роберт Шекли","6.66","184","wg1;wg4;wg52;wg89;wg90;wg127;wg103;wg115;wg142;wg150;wg106","2165","True",,,,,,,,
"2167","В стране чистых красок","In a Land of Clear Colors","Роберт Шекли","7.18","301","wg1;wg3;wg164;wg14;wg89;wg127;wg103;wg142;wg150;wg108","","True",,,,,,,,
"2168","Цикл о Грегоре и Арнольде","The AAA Ace Series","Роберт Шекли","8.71","1599","wg1;wg3;wg48;wg89;wg127;wg90;wg103;wg150;wg106","11239;11238;30851;1904;2098;274387;3309;3315;64380;10363;361263;49178;30920;3313;22818;19992;14082;223359;38277","True",,,,,,,,
"2169","Необходимая вещь","The Necessary Thing","Роберт Шекли","8.60","1829","wg1;wg3;wg48;wg89;wg127;wg90;wg103;wg150;wg106","2182;65872;2170;212293;20298","True",,,,,,,,
"2170","Лаксианский ключ","The Laxian Key","Роберт Шекли","8.49","1896","wg1;wg3;wg48;wg89;wg127;wg90;wg103;wg150;wg106","2182;6853;743610;131671;1904;2169;2098;3061;65872;912195;72181;33288","True",,,,,,,,
"2171","Мятеж шлюпки","The Lifeboat Mutiny","Роберт Шекли","8.39","1691","wg1;wg3;wg48;wg89;wg127;wg103;wg137;wg150;wg106","6866;158463;912197;14899;15884;88082;11912","True",,,,,,,,
"2172","Рейс молочного фургона","Milk Run","Роберт Шекли","8.34","1568","wg1;wg3;wg48;wg89;wg90;wg127;wg103;wg150;wg106","2098;523215;2120;2787;166605","True",,,,,,,,
"2173","Призрак V","Ghost V","Роберт Шекли","8.61","1946","wg1;wg3;wg48;wg89;wg127;wg103;wg150;wg106","5244;6341;2136;13508;111120;1904;87782","True",,,,,,,,
"2174","Долой паразитов!","Sarkanger","Роберт Шекли","8.21","1488","wg1;wg3;wg48;wg89;wg127;wg103;wg150;wg106","2087;2156","True",,,,,,,,
"2175","Беличье колесо","Squirrel Cage","Роберт Шекли","8.19","1220","wg1;wg3;wg48;wg89;wg127;wg103;wg150;wg106","13471","True",,,,,,,,
"2176","Премия за риск","The Prize of Peril","Роберт Шекли","8.30","1141","wg1;wg3;wg52;wg164;wg69;wg202;wg75;wg102;wg153;wg106","320;214574;2118;10924;214575;899584;2313;313;1112;38506;92908;454056;29984;35379;7619;29611","True",,,,,,,,
"2177","Поединок разумов","Meeting of the Minds","Роберт Шекли","8.25","1080","wg1;wg3;wg52;wg69;wg148;wg214;wg102;wg115;wg142;wg150;wg106","12893;63721;2096;197550;75529;730;5159;3305;102041;67477","True",,,,,,,,
"2178","Травмированный","The Impacted Man","Роберт Шекли","8.03","818","wg1;wg13;wg3;wg51;wg52;wg69;wg202;wg75;wg94;wg100;wg106","12477;22498","True",,,,,,,,
"2179","Компания «Необузданные таланты»","Wild Talents, Inc.","Роберт Шекли","7.82","331","wg1;wg3;wg51;wg164;wg69;wg202;wg75;wg100;wg133;wg150;wg106","200639","True",,,,,,,,
"2180","Вор во времени","A Thief in Time","Роберт Шекли","7.81","939","wg1;wg13;wg3;wg52;wg51;wg69;wg103;wg150;wg106","656;2129;2772;2734","True",,,,,,,,
"2181","Триптих","Triplication","Роберт Шекли","7.40","378","wg1;wg3;wg51;wg14;wg89;wg127;wg103;wg139;wg163;wg106","37167","True",,,,,,,,
"2182","Кое-что задаром","Something for Nothing","Роберт Шекли","8.83","2361","wg1;wg3;wg51;wg69;wg202;wg75;wg150;wg106","2170;15876;10186;6853;2169;18678;130354;59016;22818;65872;8092;2129;118231;90146;13170;2284;136512;194688;77125;59774;273591;71548;886215","True",,,,,,,,
"2183","Носитель инфекции","Carrier","Роберт Шекли","7.81","644","wg1;wg3;wg164;wg14;wg69;wg102;wg133;wg150;wg106","8350;9563;10984;29979;6908;8351","True",,,,,,,,
"2184","Последнее слово","The Last Word","Роберт Шекли","7.36","321","wg1;wg15;wg3;wg14;wg51;wg69;wg102;wg135;wg150;wg106","","True",,,,,,,,
"2185","Три смерти Бена Бакстера","The Deaths of Ben Baxter","Роберт Шекли","8.29","949","wg1;wg13;wg3;wg51;wg69;wg202;wg75;wg100;wg102;wg113;wg106","584;12937;253676;2129;29981;6047;12522;14534;4124","True",,,,,,,,
"2186","___","___","___","___","___","___","___","False",,,,,,,,
"2187","Пленники Манитори","The Mind-Slaves of Manitori","Роберт Шекли","7.02","208","wg1;wg3;wg52;wg164;wg89;wg128;wg78;wg100;wg150;wg106","","True",,,,,,,,
"2188","Чумной район","Plague Circuit","Роберт Шекли","7.56","522","wg1;wg3;wg13;wg47;wg69;wg202;wg75;wg100;wg103;wg150;wg106","10790","True",,,,,,,,
"2189","Дипломатическая неприкосновенность","Diplomatic Immunity","Роберт Шекли","8.13","777","wg1;wg3;wg164;wg52;wg69;wg202;wg75;wg77;wg103;wg136;wg142;wg115;wg150;wg106","57441;47016;602234;51350","True",,,,,,,,
"2190","Игра с телом","Body Game","Роберт Шекли","7.43","325","wg1;wg3;wg14;wg49;wg69;wg202;wg75;wg103;wg140;wg150;wg106","2087;351252","True",,,,,,,,
"2191","После этой войны другой не будет","There Will Be No More War After This One","Роберт Шекли","7.83","322","wg1;wg3;wg118;wg49;wg69;wg89;wg127;wg103;wg136;wg150;wg106","","True",,,,,,,,
"2192","«Особый старательский»","Prospector's Special","Роберт Шекли","8.68","1765","wg1;wg3;wg52;wg89;wg120;wg103;wg111;wg150;wg106","2112;2123;22818;135026;2608;581","True",,,,,,,,
"2193","Первый день президента","Dukakis and the Aliens","Роберт Шекли","6.90","228","wg1;wg3;wg14;wg78;wg200;wg84;wg100;wg115;wg150;wg106","","True",,,,,,,,
"2194","Случай в боевом вылете","Tailpipe to Disaster","Роберт Шекли","6.56","271","wg1;wg3;wg52;wg50;wg89;wg90;wg103;wg112;wg150;wg106","","True",,,,,,,,
"2195","Эмиссар жёлто-зеленого мира","Emissary From a Green and Yellow World","Роберт Шекли","7.32","233","wg1;wg3;wg164;wg14;wg51;wg69;wg202;wg75;wg102;wg136;wg150;wg106","","True",,,,,,,,
"2196","Терапия","Bad Medicine","Роберт Шекли","8.26","705","wg1;wg3;wg164;wg48;wg69;wg202;wg75;wg102;wg150;wg106","10769;201033;22476","True",,,,,,,,
"2197","Счастливчик","The Luckiest Man in the World","Роберт Шекли","7.40","453","wg1;wg15;wg3;wg164;wg69;wg202;wg74;wg77;wg102;wg174;wg150;wg106","6146;2205","True",,,,,,,,
"2198","Глубокий синий сон","Deep Blue Sleep","Роберт Шекли","7.23","223","wg1;wg3;wg51;wg69;wg103;wg112;wg150;wg106","","True",,,,,,,,
"2199","Человекоминимум","The Minimum Man","Роберт Шекли","8.64","1016","wg1;wg3;wg52;wg48;wg89;wg127;wg103;wg163;wg150;wg106","2140;185041;2110;2154;4117;87779;48026","True",,,,,,,,
"2200","Песнь звёздной любви","Love Song from the Stars","Роберт Шекли","7.69","501","wg1;wg3;wg51;wg69;wg71;wg190;wg100;wg136;wg150;wg106","8216;52536","True",,,,,,,,
"2201","Оптимальный вариант","Options","Роберт Шекли","7.27","400","wg1;wg3;wg38;wg116;wg51;wg164;wg89;wg127;wg69;wg103;wg111;wg163;wg172;wg108","2087;2076;200635;3153;47148","True",,,,,,,,
"2202","Координаты чудес","Dimension of Miracles","Роберт Шекли","8.16","1741","wg1;wg3;wg13;wg52;wg48;wg51;wg89;wg127;wg69;wg202;wg75;wg105;wg111;wg136;wg112;wg150;wg106","2076;2081;2087;2268;43230;19189;6171;13860;2078","True",,,,,,,,
"2203","Новое путешествие в Координаты чудес","Dimension of Miracles Revisited","Роберт Шекли","6.27","421","wg1;wg3;wg48;wg51;wg89;wg127;wg69;wg202;wg75;wg105;wg111;wg112;wg136;wg106","","True",,,,,,,,
"2204","Машина Шехерезада: Шесть историй","The Scheherezade Machine","Роберт Шекли","5.94","104","","","True",,,,,,,,
"2205","Лавка миров","The Store of the Worlds","Роберт Шекли","8.68","1120","wg1;wg3;wg15;wg47;wg69;wg202;wg75;wg102;wg150;wg106","2197;1239;1252;33839;9583;15655;50380;54349;14006;404068","True",,,,,,,,
"2206","Спецраздел выставки","The Special Exhibit","Роберт Шекли","7.03","518","wg1;wg3;wg69;wg202;wg75;wg101;wg150;wg106","2216;427787","True",,,,,,,,
"2207","Из луковицы в морковь","Cordle to Onion to Carrot","Роберт Шекли","7.89","420","wg160;wg164;wg14;wg69;wg71;wg101;wg112;wg150;wg106","27499;6185","True",,,,,,,,
"2208","Я вижу: человек сидит на стуле и стул кусает его за ногу","I See a Man Sitting on a Chair, and the Chair Is Biting His Leg","Роберт Шекли","7.59","545","wg1;wg15;wg3;wg164;wg51;wg69;wg202;wg75;wg102;wg156;wg150;wg108","3104;2136;58620;46001;406243;63775","True",,,,,,,,
"2209","Голоса","Voices","Роберт Шекли","6.69","397","wg1;wg3;wg164;wg47;wg69;wg202;wg75;wg101;wg150;wg106","","True",,,,,,,,
"2210","Болото","The Swamp","Роберт Шекли","7.08","297","wg160;wg164;wg69;wg77;wg150;wg106","2274;6075","True",,,,,,,,
"2211","Через пищевод и в космос с тантрой, мантрой и крапчатыми колёсами","Down the Digestive Tract and into the Cosmos with Mantra, Tantra and Speklebang","Роберт Шекли","6.82","550","wg1;wg3;wg164;wg89;wg105;wg142;wg150;wg106","2105;29943","True",,,,,,,,
"2212","Рассказ о странном происшествии со средним американцем","The Shaggy Average American Man Story","Роберт Шекли","7.24","264","wg160;wg51;wg69;wg71;wg192;wg202;wg75;wg101;wg150;wg106","","True",,,,,,,,
"2213","Вселенский кармический банк","The Universal Carmic Clearing House","Роберт Шекли","7.17","288","wg1;wg3;wg47;wg69;wg202;wg75;wg101;wg150;wg106","1898","True",,,,,,,,
"2214","Рабы времени","Slaves of Time","Роберт Шекли","7.09","285","wg1;wg13;wg3;wg51;wg52;wg69;wg91;wg102;wg103;wg101;wg150;wg106","","True",,,,,,,,
"2215","Заметки по восприятию воображаемых различий","Notes on the Perception of Imaginary Differences","Роберт Шекли","6.21","406","wg38;wg69;wg105;wg150;wg106","","True",,,,,,,,
"2216","Служба ликвидации","Disposal Service","Роберт Шекли","7.87","760","wg1;wg3;wg164;wg69;wg202;wg75;wg100;wg150;wg106","18678;2206","True",,,,,,,,
"2217","Тепло","Warm","Роберт Шекли","7.08","383","wg1;wg3;wg47;wg69;wg101;wg150;wg106","14136","True",,,,,,,,
"2218","Право на смерть","If the Red Slayer","Роберт Шекли","8.01","703","wg1;wg3;wg47;wg69;wg102;wg140;wg150;wg106","15912;29971","True",,,,,,,,
"2219","Тем временем в Баналии...","Meanwhile, Back at the Bromide","Роберт Шекли","7.27","226","wg1;wg3;wg50;wg69;wg101;wg150;wg106","","True",,,,,,,,
"2220","В случае смерти наберите наш номер","Dial-A-Death","Роберт Шекли","7.09","334","wg1;wg3;wg164;wg47;wg69;wg202;wg75;wg102;wg150;wg106","","True",,,,,,,,
"2221","Червемир","Wormworld","Роберт Шекли","7.34","209","wg1;wg3;wg47;wg91;wg136;wg142;wg153;wg106","238130;74445;18960","True",,,,,,,,
"2222","Игра: вариант по первой схеме","Game: First Schematic","Роберт Шекли","5.63","285","wg1;wg3;wg164;wg69;wg77;wg102;wg150;wg106","","True",,,,,,,,
"2223","Пальба в магазине игрушек","Shootout in the Toy Shop","Роберт Шекли","6.47","231","wg1;wg3;wg164;wg47;wg69;wg202;wg75;wg100;wg150;wg106","58612","True",,,,,,,,
"2224","___","___","___","___","___","___","___","False",,,,,,,,
"2225","Па-де-труа шеф-повара, официанта и клиента","Pas De Trois of the Chef and the Waiter and the Customer","Роберт Шекли","7.67","389","wg160;wg51;wg164;wg69;wg71;wg100;wg170;wg106","128680;73049","True",,,,,,,,
"2226","На пять минут раньше","Five Minutes Early","Роберт Шекли","7.52","294","wg30;wg47;wg69;wg148;wg149;wg101;wg175;wg150;wg106","","True",,,,,,,,
"2227","Глаз реальности","The Eye of Reality","Роберт Шекли","6.66","414","wg32;wg1;wg3;wg47;wg89;wg127;wg105;wg150;wg106","","True",,,,,,,,
"2228","Страх в ночи","Fear in the Night","Роберт Шекли","7.33","608","wg31;wg160;wg164;wg69;wg101;wg150;wg106","18660","True",,,,,,,,
"2229","Зирн без охраны, дворец Дженгик горит, Джон Вестерли мёртв","Zirn Left Unguarded, the Jenghik Palace in Flames, Jon Westerly Dead","Роберт Шекли","5.43","383","wg1;wg3;wg38;wg69;wg103;wg172;wg106","2289;13799","True",,,,,,,,
"2230","Прощание с болью","Good-bye Forever to Mr. Pain","Роберт Шекли","6.56","240","wg1;wg3;wg47;wg69;wg202;wg75;wg102;wg112;wg150;wg106","14136","True",,,,,,,,
"2231","На слёте птиц","At the Conference of the Birds","Роберт Шекли","6.52","231","wg1;wg3;wg15;wg49;wg47;wg69;wg103;wg150;wg106","","True",,,,,,,,
"2232","Лабиринт Редферна","Redfern's Labyrinth","Роберт Шекли","5.92","274","wg1;wg3;wg47;wg69;wg202;wg75;wg101;wg150;wg106","","True",,,,,,,,
"2233","Конечная","End City","Роберт Шекли","6.08","275","wg38;wg1;wg3;wg47;wg105;wg172;wg106","","True",,,,,,,,
"2234","Записки о Лангранаке","Aspects of Langranak","Роберт Шекли","6.04","425","wg1;wg3;wg164;wg47;wg89;wg127;wg103;wg150;wg106","12438","True",,,,,,,,
"2235","Жизнь как жизнь","The Life of Anybody","Роберт Шекли","7.02","272","wg160;wg164;wg69;wg202;wg75;wg150;wg106","","True",,,,,,,,
"2236","Не надеясь на будущее","The Future Lost","Роберт Шекли","6.78","384","wg1;wg13;wg3;wg17;wg47;wg69;wg202;wg75;wg102;wg150;wg108","2797;58620","True",,,,,,,,
"2237","Рука помощи","The Helping Hand","Роберт Шекли","6.77","292","wg160;wg164;wg69;wg202;wg75;wg101;wg150;wg106","","True",,,,,,,,
"2238","О высоких материях","What Is Life?","Роберт Шекли","8.05","729","wg1;wg3;wg51;wg47;wg69;wg202;wg101;wg150;wg106","19110","True",,,,,,,,
"2239","Десятая жертва","The Tenth Victim","Роберт Шекли","7.55","728","wg1;wg3;wg18;wg14;wg52;wg69;wg202;wg75;wg71;wg102;wg111;wg112;wg171;wg106","214575","True",,,,,,,,
"2240","Первая жертва","Victim Prime","Роберт Шекли","7.33","409","wg1;wg3;wg14;wg52;wg69;wg202;wg75;wg102;wg112;wg150;wg106","320","True",,,,,,,,
"2241","Охотник-жертва","Hunter/Victim","Роберт Шекли","7.06","369","wg1;wg3;wg52;wg14;wg51;wg69;wg202;wg75;wg102;wg150;wg106","320","True",,,,,,,,
"2242","Агент Х, или Конец игры","The Game of X","Роберт Шекли","7.25","168","wg35;wg160;wg52;wg69;wg71;wg190;wg192;wg202;wg75;wg101;wg111;wg150;wg106","","True",,,,,,,,
"2243","Детективное агентство «Альтернатива»","The Alternative Detective","Роберт Шекли","7.08","227","wg34;wg52;wg69;wg71;wg192;wg202;wg75;wg100;wg150;wg106","","True",,,,,,,,
"2244","Между Сциллой и Харибдой","Draconian New York","Роберт Шекли","7.12","194","wg34;wg52;wg164;wg69;wg71;wg202;wg75;wg100;wg111;wg150;wg106","","True",,,,,,,,
"2245","Сома-блюз","Soma Blues","Роберт Шекли","6.62","183","wg34;wg186;wg52;wg69;wg71;wg192;wg202;wg75;wg100;wg150;wg106","","True",,,,,,,,
"2246","Акаллабет (Падение Нуменора)","Akallabeth (The Downfall of Numenor)","Дж. Р. Р. Толкин","9.28","18","","","True",,,,,,,,
"2247","Тайный порок","A Secret Vice","Дж. Р. Р. Толкин","8.63","106","","","True",,,,,,,,
"2248","___","___","___","___","___","___","___","False",,,,,,,,
"2249","Мифопоэйя","Mythopoeia","Дж. Р. Р. Толкин","8.67","96","","","True",,,,,,,,
"2250","Дракон прилетел","The Dragon's Visit","Дж. Р. Р. Толкин","8.25","119","","","True",,,,,,,,
"2251","Имрам","Imram","Дж. Р. Р. Толкин","8.35","85","","10807","True",,,,,,,,
"2252","Баллада об Аотру и Итрун","The  Lay  of  Aotrou  and  Itroun","Дж. Р. Р. Толкин","8.76","80","","10807","True",,,,,,,,
"2253","О волшебных сказках","On Fairy Stories","Дж. Р. Р. Толкин","8.57","243","","66499;607083","True",,,,,,,,
"2254","___","___","___","___","___","___","___","False",,,,,,,,
"2255","___","___","___","___","___","___","___","False",,,,,,,,
"2256","Книга Утраченных Сказаний. Часть II","The Book of Lost Tales. Part Two","Дж. Р. Р. Толкин","8.77","184","","","True",,,,,,,,
"2257","Квента Сильмариллион","Quenta Silmarillion","Дж. Р. Р. Толкин","8.54","57","","","True",,,,,,,,
"2258","___","___","___","___","___","___","___","False",,,,,,,,
"2259","Алхимический марьяж Элистера Кромптона","The Alchemical Marriage of Alastair Crompton","Роберт Шекли","7.74","380","wg1;wg3;wg52;wg164;wg89;wg127;wg103;wg111;wg150;wg106","35031;76553","True",,,,,,,,
"2260","Великий гиньоль сюрреалистов","The Grand Guignol of the Surrealists","Роберт Шекли","6.34","143","wg38;wg47;wg51;wg69;wg77;wg89;wg103;wg111;wg163;wg137;wg171;wg106","","True",,,,,,,,
